ticker,rows,headline_days,date_min,date_max,dev_rows,dev_headline_days
PRTK,261,164,2015-01-06,2020-05-11,251,156
BPOP,261,201,2009-08-07,2020-06-09,190,138
SRDX,261,187,2009-10-06,2020-06-08,219,158
CBAY,261,136,2014-07-09,2020-05-26,226,127
COOL,260,145,2010-09-01,2018-09-13,252,138
CMP,260,182,2009-09-01,2020-05-15,216,144
ENZ,259,176,2010-05-17,2020-06-09,212,152
CEMP,259,135,2012-02-03,2017-11-03,259,135
CALA,259,168,2014-08-25,2020-05-29,231,152
WTR,259,200,2009-11-30,2020-01-24,237,178
OCR,259,170,2009-08-17,2015-07-27,187,120
FLWS,258,166,2010-04-30,2020-06-02,224,140
EVR,258,207,2009-08-12,2020-06-04,218,174
VBLT,258,149,2014-09-30,2020-06-04,238,135
PLX,258,182,2009-11-02,2020-06-08,220,153
WRB,258,176,2010-01-11,2020-06-11,203,138
TWO,258,195,2010-07-08,2020-06-11,204,161
WAC,258,166,2010-03-09,2018-02-09,245,155
HTGC,258,204,2009-10-20,2020-06-11,214,167
JNK,258,230,2009-11-09,2019-03-04,219,191
ACE,258,198,2009-08-12,2016-02-16,197,148
CBG,257,211,2009-08-10,2018-03-12,195,159
EFII,257,165,2009-11-30,2019-07-24,244,153
ORIG,257,163,2011-10-06,2018-11-29,257,163
NERV,257,158,2014-06-20,2020-06-08,211,134
ANW,257,157,2009-11-17,2018-11-20,231,136
ACC,257,192,2009-08-07,2020-06-05,205,146
EVER,257,139,2012-05-23,2020-06-03,240,127
VNTV,256,155,2012-03-22,2018-01-12,256,155
SN,256,189,2011-12-14,2019-02-20,256,189
HIL,256,204,2010-05-06,2020-05-11,230,186
JAH,256,158,2009-11-10,2016-05-03,228,133
BEBE,256,166,2009-10-22,2018-01-16,229,141
OMED,256,157,2013-07-18,2019-04-23,256,157
MDSO,255,156,2009-11-13,2019-10-29,236,140
RBCN,255,164,2010-03-17,2019-05-14,216,134
RP,255,148,2010-12-10,2020-05-28,234,136
REGI,255,178,2011-07-18,2020-06-08,243,169
CGEN,255,160,2009-12-23,2020-06-05,193,127
EWBC,255,178,2009-08-10,2020-06-08,192,123
LEG,255,172,2009-11-16,2020-06-11,216,137
HGG,255,152,2009-12-21,2017-02-28,203,114
ATRS,254,178,2012-06-06,2020-05-13,231,161
CUR,254,175,2009-09-21,2019-10-31,249,170
VMI,254,179,2009-08-18,2020-06-09,226,155
FET,254,185,2011-10-21,2020-06-11,219,159
NEOG,253,178,2010-03-31,2020-05-18,230,162
JOE,253,183,2009-08-13,2020-05-20,157,126
AVNR,253,147,2009-08-13,2016-06-09,212,119
FOE,253,175,2009-08-10,2020-05-12,238,161
INDA,253,173,2012-08-08,2020-06-09,235,157
ICLR,253,171,2010-01-26,2020-04-24,223,149
SNN,253,181,2010-01-06,2020-05-28,211,144
RUBI,253,142,2014-03-31,2020-06-11,232,125
TA,253,161,2009-09-14,2020-05-21,226,139
GMED,253,147,2012-08-03,2020-05-21,234,137
UTIW,253,125,2009-12-08,2016-01-20,226,105
ISCA,253,118,2009-08-16,2019-10-08,234,103
MTD,253,149,2009-08-10,2020-05-11,213,122
BGG,252,142,2010-01-14,2020-06-10,220,119
ATRA,252,166,2014-06-20,2020-05-27,227,150
AMID,252,156,2011-07-18,2019-07-15,252,156
BTX,252,195,2011-01-06,2019-08-08,249,192
SAIA,252,160,2009-12-22,2020-06-05,211,133
INAP,252,186,2010-03-03,2020-03-25,235,174
EZPW,252,173,2009-08-17,2020-05-13,223,145
SMSI,251,157,2010-02-25,2020-05-07,216,133
CHA,251,208,2009-08-17,2020-04-09,222,180
CLMT,251,173,2010-01-25,2020-05-07,228,155
CUK,251,170,2009-09-23,2020-06-10,128,107
FAS,251,216,2009-08-16,2020-06-10,140,119
GLOG,250,184,2011-06-21,2020-06-09,225,165
CRNT,250,152,2009-11-11,2020-05-04,205,123
NLST,250,172,2009-11-12,2020-05-06,202,137
STML,250,166,2013-01-08,2020-05-13,214,149
AMD,250,104,2019-12-21,2020-06-10,117,42
WWD,250,142,2011-04-27,2020-05-05,233,130
VNM,250,224,2010-02-19,2019-12-04,181,165
HT,249,195,2009-08-07,2020-06-11,174,131
GPK,249,172,2010-06-10,2020-05-18,227,156
ALOG,249,123,2009-12-09,2018-06-21,236,114
SB,249,177,2009-08-07,2020-06-08,215,147
MEIP,249,141,2012-08-08,2020-06-02,214,126
AYR,249,184,2010-01-15,2020-03-25,226,164
TMH,249,150,2010-06-01,2017-02-06,245,146
SCMP,249,151,2010-03-16,2018-05-17,242,144
KOP,249,157,2010-02-17,2020-05-19,203,125
MOO,249,209,2009-10-19,2019-08-09,170,139
GPRE,249,176,2009-08-10,2020-05-21,194,144
ATHM,249,165,2013-11-04,2020-06-01,243,163
RCI,249,173,2009-08-12,2020-04-22,210,141
NANO,249,150,2009-10-30,2019-10-15,204,121
EXP,249,192,2009-08-10,2020-05-21,219,169
FIZZ,248,175,2010-01-16,2020-05-28,235,164
TMHC,248,164,2013-04-10,2020-06-11,226,145
EE,248,157,2009-08-07,2020-06-01,220,134
REV,248,171,2009-10-30,2020-06-09,223,149
RPTP,248,155,2011-05-05,2019-02-13,248,155
WSO,247,162,2009-12-01,2020-04-24,208,135
RDWR,247,170,2009-09-02,2020-05-07,188,127
EWT,247,226,2009-10-14,2019-11-01,177,163
EQM,247,190,2012-06-18,2020-06-09,220,170
LECO,247,166,2009-10-30,2020-04-27,213,139
AWAY,247,130,2011-05-31,2020-02-14,247,130
RNR,247,195,2009-11-10,2020-06-05,213,164
BLIN,247,138,2011-05-12,2020-06-05,224,124
ENSG,246,178,2009-10-07,2020-05-21,230,163
PTNR,246,193,2009-11-19,2020-06-09,209,158
USM,246,152,2010-02-22,2020-05-18,217,128
CRAY,246,145,2010-02-17,2019-09-25,240,139
PETX,246,141,2013-06-27,2019-07-16,246,141
COCO,246,127,2011-01-12,2015-04-26,226,116
DEST,245,148,2010-01-28,2019-10-29,240,143
BCO,245,173,2009-09-04,2020-06-03,206,142
INGN,245,121,2014-02-14,2020-06-09,227,111
HOS,245,176,2009-09-15,2020-04-14,229,163
PLXS,245,154,2010-01-21,2020-04-22,210,129
TLM,245,136,2009-10-15,2016-11-02,213,108
HERO,245,146,2011-03-09,2020-05-07,239,142
DRD,245,176,2013-04-18,2020-06-04,219,160
KBIO,245,81,2013-01-30,2017-06-26,245,81
BRX,245,157,2013-11-06,2020-06-10,212,133
SPW,245,163,2009-10-28,2015-09-21,219,144
MDCA,245,127,2010-02-18,2020-04-29,238,121
ESEA,245,161,2009-11-19,2020-06-10,211,139
CSL,245,189,2009-08-17,2020-05-28,217,166
REPH,244,136,2014-03-07,2020-05-15,215,126
REN,244,155,2010-03-25,2019-02-22,238,149
ADMA,244,146,2014-12-03,2020-06-01,202,120
MKTX,244,196,2009-10-28,2020-06-09,213,171
CKEC,244,148,2009-11-20,2017-03-01,221,130
WMS,244,148,2009-08-10,2020-06-01,193,108
AZPN,244,165,2010-09-23,2020-05-07,226,150
MITL,244,120,2010-06-01,2018-10-24,230,110
CBT,243,169,2009-12-01,2020-05-12,213,142
BEAT,243,178,2009-09-03,2020-05-06,207,153
RGA,243,153,2010-01-11,2020-06-03,205,128
MG,243,139,2010-11-04,2020-05-12,226,125
MMYT,243,158,2010-08-17,2020-06-03,205,124
WNC,243,166,2009-08-14,2020-06-04,213,140
CRIS,243,188,2009-08-10,2020-06-10,217,173
TNDM,242,167,2009-08-14,2020-05-22,213,147
RATE,242,120,2010-05-11,2017-09-13,241,119
NVR,242,190,2009-10-21,2020-05-19,213,167
ARE,242,186,2009-08-10,2020-06-10,201,151
REXX,242,178,2009-12-08,2018-05-16,222,163
NM,242,185,2009-07-27,2020-06-04,197,149
CSII,242,164,2009-11-10,2020-06-10,223,152
VOXX,241,137,2009-10-14,2020-05-12,224,122
CORE,241,144,2009-08-07,2020-05-07,221,132
EGL,241,165,2012-08-13,2019-01-11,241,165
EGLT,241,140,2014-02-06,2018-11-19,241,140
PKY,241,146,2010-01-07,2017-10-10,185,136
MKSI,241,156,2009-12-09,2020-04-30,219,141
CCOI,240,159,2009-11-13,2020-05-11,218,141
ATRC,240,166,2010-05-10,2020-05-19,210,146
VSH,240,174,2009-08-10,2020-06-11,195,135
EGRX,240,161,2014-02-12,2020-05-11,222,148
PDS,240,180,2009-08-13,2020-06-11,216,158
UNXL,240,135,2010-12-10,2017-09-05,238,133
TRNO,240,216,2010-01-15,2020-05-07,222,199
HNR,240,152,2009-11-03,2017-04-13,224,138
BNFT,239,149,2013-09-16,2020-06-10,212,132
VICL,239,150,2009-09-10,2019-08-30,224,138
SIEN,239,128,2014-09-19,2020-06-08,212,109
RKT,239,154,2010-01-15,2020-05-28,213,134
SVA,239,180,2009-10-09,2020-05-22,205,151
ACH,239,202,2009-08-13,2020-05-27,173,140
TTC,239,134,2009-08-07,2020-06-10,210,117
EME,238,175,2009-12-02,2020-05-01,205,152
WIFI,238,154,2011-05-04,2020-05-05,222,148
DRQ,238,183,2010-01-15,2020-05-27,194,147
NWY,238,132,2009-11-19,2018-11-29,218,118
LRN,238,136,2010-03-25,2020-04-29,222,124
UEPS,238,165,2009-08-13,2020-05-28,221,149
AFFX,238,157,2009-08-10,2016-03-31,201,128
VBIV,237,157,2014-09-15,2020-06-10,191,135
QLGC,237,140,2009-08-18,2017-06-09,196,109
FSL,237,133,2011-05-25,2016-05-17,237,133
TTMI,237,156,2009-11-16,2020-04-29,220,142
SCYX,237,160,2014-03-19,2020-05-11,224,150
ASTC,236,139,2009-09-29,2020-05-13,192,120
BMS,236,161,2009-08-10,2019-06-05,212,142
PEIX,236,178,2010-01-08,2020-06-10,211,155
VAC,236,152,2011-12-01,2020-05-19,201,126
PLAB,236,117,2010-05-18,2020-05-28,211,103
CALX,236,163,2010-05-04,2020-06-05,199,140
FNV,236,181,2011-09-22,2020-06-05,193,151
IAU,235,213,2010-02-09,2020-06-05,156,145
JBT,235,178,2010-07-22,2020-05-14,213,156
BRC,235,136,2009-08-10,2020-06-04,210,115
AGQ,235,209,2009-10-28,2019-09-03,133,114
EEP,235,169,2009-09-17,2018-11-06,200,142
GCAP,235,155,2010-12-15,2020-06-09,212,146
MXL,235,146,2010-04-14,2020-05-22,201,126
MANH,235,147,2010-02-03,2020-06-01,203,124
ESLT,234,190,2010-01-29,2020-05-26,213,171
FXP,234,211,2009-08-17,2017-04-19,159,141
SSRI,234,174,2009-08-12,2017-06-26,207,153
IBN,233,196,2009-08-13,2020-06-11,151,130
HCLP,233,160,2012-09-10,2019-05-31,233,160
TECH,233,178,2009-08-13,2020-06-09,180,138
RGS,233,149,2010-01-08,2020-06-03,176,102
WSH,233,164,2009-11-20,2016-04-05,216,148
GHL,232,184,2009-08-27,2020-05-28,194,150
AINV,232,182,2009-08-12,2020-05-22,171,131
CLI,232,179,2009-08-18,2020-06-05,186,140
CVTI,231,139,2010-07-02,2020-05-22,204,122
PACD,231,167,2011-11-07,2020-06-10,221,160
RECN,231,116,2010-03-16,2020-04-03,204,97
CNCE,231,150,2014-01-13,2020-05-04,223,144
MFC,231,190,2009-08-06,2020-06-11,168,134
QTM,231,148,2009-08-18,2019-01-15,211,130
AKER,231,134,2014-03-12,2020-05-26,191,117
BBVA,231,197,2010-05-05,2020-06-09,164,140
UNH,230,116,2019-07-08,2020-06-11,152,71
LXU,230,170,2010-06-25,2020-06-05,217,158
PBH,230,146,2010-02-05,2020-05-07,211,131
RLJ,230,177,2011-05-11,2020-06-11,190,146
QTS,230,167,2013-10-09,2020-06-10,215,155
ABG,230,163,2010-09-01,2020-05-18,197,138
PJC,230,178,2009-08-27,2019-12-13,172,124
CNA,230,135,2009-08-07,2020-06-10,194,109
POOL,230,158,2010-04-19,2020-06-02,204,135
TNP,230,160,2011-06-20,2020-06-11,204,144
CPSI,229,155,2009-12-24,2020-05-22,205,135
DRC,229,132,2009-08-06,2015-06-29,200,105
DFT,229,165,2009-11-10,2017-09-13,206,142
NG,229,183,2009-08-12,2020-06-09,169,129
UMC,229,187,2009-08-14,2020-06-11,202,166
CEMI,229,152,2013-05-22,2020-06-08,141,113
PVA,229,155,2009-12-30,2016-01-12,210,138
PEI,229,182,2009-08-07,2020-06-11,183,144
BTE,229,173,2009-08-17,2020-06-10,183,142
ENTG,229,153,2009-09-11,2020-06-05,206,133
MFA,228,161,2009-09-29,2020-06-11,142,108
XOP,228,213,2009-10-13,2020-06-07,201,188
AMC,228,163,2011-12-29,2020-06-10,177,138
BRF,228,212,2009-09-18,2018-07-02,161,153
SYNC,228,121,2012-02-10,2020-05-06,222,118
AFMD,228,127,2014-09-12,2020-05-29,215,118
ATRO,228,163,2010-05-05,2020-06-08,198,138
ITG,228,167,2009-10-30,2018-11-26,205,146
EGP,227,173,2010-01-08,2020-05-08,205,153
ETRM,227,130,2009-12-11,2017-10-23,222,126
MEG,227,163,2010-10-11,2018-07-26,222,158
FDP,227,139,2010-03-02,2020-05-20,177,110
BIP,227,166,2010-01-27,2020-05-11,199,142
TRIL,227,135,2015-01-06,2020-06-03,171,105
GTXI,227,141,2009-11-02,2019-06-05,209,128
CM,227,139,2009-08-18,2020-05-29,192,108
PHH,227,154,2009-09-24,2018-09-28,213,145
HPP,227,182,2010-08-20,2020-06-11,193,152
SORL,226,98,2011-09-22,2020-05-08,222,94
SVM,226,171,2009-08-13,2020-05-21,170,125
ONTY,226,150,2009-12-10,2016-06-08,213,140
BZQ,226,213,2009-11-12,2016-08-31,164,154
COT,225,166,2009-07-27,2020-02-26,208,149
XCO,225,169,2009-08-07,2018-01-16,190,139
LNDC,225,111,2010-03-31,2020-04-01,204,98
OPHT,225,128,2013-09-09,2019-04-16,225,128
ARES,225,178,2014-03-31,2020-05-29,199,160
ZSL,225,201,2009-10-26,2017-08-16,125,105
MMS,225,141,2009-08-14,2020-05-07,196,117
CCC,225,168,2009-08-10,2020-06-04,187,137
MX,225,150,2011-04-28,2020-06-04,215,143
CBSH,225,143,2010-01-14,2020-06-08,198,121
TDS,225,161,2010-06-07,2020-05-14,195,137
WNS,224,141,2009-08-07,2020-04-24,189,114
ENS,224,148,2009-08-09,2020-06-03,200,128
CAMT,224,149,2009-12-24,2020-06-02,203,129
ORN,224,179,2009-08-18,2020-05-19,207,164
EPAM,224,147,2011-06-10,2020-06-10,202,131
RUTH,224,169,2009-08-17,2020-06-09,154,111
CFR,224,173,2009-08-07,2020-06-08,184,145
STKL,223,165,2010-01-21,2020-05-29,205,150
KEM,223,145,2010-12-14,2020-06-11,205,134
INXN,223,153,2011-03-23,2020-02-28,221,151
SIGM,223,131,2009-10-23,2020-02-14,203,113
RE,223,186,2009-08-17,2020-05-18,181,153
ASYS,223,165,2009-12-18,2020-05-07,171,124
ICUI,223,120,2010-04-19,2020-05-13,196,105
SQM,223,172,2009-08-18,2020-05-22,183,133
CVGW,223,154,2010-08-02,2020-06-08,190,131
PVG,223,166,2010-01-12,2020-05-19,190,136
OMCL,223,158,2010-01-29,2020-05-13,203,143
RXII,222,159,2010-01-14,2018-11-15,215,153
HSNI,222,137,2009-09-24,2017-12-20,202,119
SEM,222,172,2010-03-03,2020-06-11,190,143
SEMG,222,149,2011-06-29,2019-12-04,222,149
PRE,222,165,2009-08-13,2016-05-26,184,129
SYNT,222,128,2010-01-28,2018-09-11,211,118
SID,221,176,2009-12-18,2020-06-11,155,117
EXLS,221,146,2010-02-11,2020-05-13,192,122
RWT,221,165,2009-11-12,2020-06-11,145,112
WRLD,221,159,2009-11-25,2020-06-05,183,123
FNFG,221,144,2009-08-13,2016-07-29,189,115
IRDM,221,172,2010-06-02,2020-04-29,209,160
TV,221,133,2009-08-01,2020-06-11,116,88
GGB,221,190,2009-08-18,2020-06-11,153,129
MDU,220,168,2009-08-13,2020-06-11,198,146
FOMX,220,135,2014-09-03,2020-03-04,219,134
ZN,220,155,2009-08-18,2020-06-09,189,129
HE,220,160,2009-08-07,2020-05-07,174,118
PINC,220,126,2013-08-26,2020-05-28,209,119
MTRX,220,133,2010-03-25,2020-05-21,200,117
BXS,220,164,2009-12-14,2020-06-08,183,133
ROC,220,127,2009-08-13,2014-11-05,188,102
OFIX,220,152,2010-01-22,2020-05-08,181,128
AMWD,220,121,2010-11-19,2020-05-26,197,105
EPR,219,156,2010-01-29,2020-06-11,151,110
XGTI,219,143,2014-03-05,2019-02-25,219,143
BWP,219,141,2009-10-26,2018-06-29,190,119
JVA,219,132,2009-05-27,2020-04-21,208,123
KODK,219,131,2014-03-03,2020-05-15,210,123
EDR,218,169,2010-02-25,2019-09-25,203,157
DRWI,218,112,2010-05-10,2017-08-01,194,98
INWK,218,140,2010-02-05,2020-06-09,195,123
ENT,218,144,2009-08-10,2020-06-10,174,118
ERII,218,162,2009-12-03,2020-05-08,193,142
MDLZ,218,169,2012-03-21,2020-06-08,206,159
GLMD,218,130,2014-03-13,2020-05-22,199,118
GIMO,217,114,2013-05-29,2017-12-27,217,114
INN,217,160,2011-03-16,2020-06-10,190,136
EXFO,217,101,2009-12-01,2020-04-08,198,89
BRKS,217,146,2009-12-09,2020-05-01,189,123
FFHL,217,142,2010-08-16,2020-04-29,199,130
WD,217,157,2011-01-24,2020-06-09,204,147
VCEL,217,118,2015-03-23,2020-05-05,199,105
NSR,216,125,2009-08-07,2017-08-07,175,105
DGI,216,139,2009-10-09,2017-08-31,196,122
INVE,216,153,2010-08-23,2020-06-01,197,137
KMDA,216,122,2013-05-31,2020-05-27,200,113
UFPI,216,148,2010-04-14,2020-05-08,195,130
PACW,216,162,2010-03-05,2020-06-10,172,124
SATS,216,165,2009-07-27,2020-05-18,159,120
ACIW,215,146,2009-09-14,2020-05-29,191,127
ACAS,215,171,2009-08-14,2016-12-15,164,132
NSP,215,114,2011-07-25,2020-05-05,205,105
MXWL,215,139,2010-02-19,2019-05-13,198,127
DCO,215,155,2010-11-01,2020-05-21,197,140
NYMX,215,148,2009-08-26,2020-04-03,207,141
NNN,215,164,2010-04-01,2020-06-11,178,137
NYMT,214,151,2010-10-04,2020-06-10,143,112
SJR,214,143,2009-11-10,2020-04-14,185,119
CORN,214,154,2010-10-11,2019-08-29,205,145
PBYI,214,146,2012-08-24,2020-05-20,206,140
DGII,214,129,2010-04-23,2020-05-13,197,116
ENBL,214,153,2014-04-01,2020-06-10,163,120
UGI,214,160,2009-09-01,2020-06-11,174,123
FRPT,214,137,2010-01-11,2020-06-03,187,115
NMM,214,157,2009-07-27,2020-05-13,187,134
BKU,214,162,2011-01-28,2020-06-09,187,139
HAWK,213,112,2010-01-18,2018-06-15,196,103
TISI,213,120,2009-10-05,2020-05-14,187,100
FCFS,213,135,2009-12-16,2020-04-22,189,116
EDAP,213,146,2010-03-30,2020-05-13,191,128
HDP,213,120,2014-12-01,2018-12-07,213,120
TC,213,152,2009-08-10,2020-04-15,184,128
MEI,213,103,2010-01-08,2020-03-23,196,94
ILF,213,153,2009-10-29,2020-05-22,190,130
TBPH,213,160,2014-06-06,2020-05-13,205,154
NFG,213,152,2009-10-08,2020-06-01,181,124
CDXS,213,149,2010-08-31,2020-06-01,190,132
HURN,213,150,2009-08-18,2020-05-04,182,124
CYBX,213,108,2009-11-20,2015-10-05,182,84
GLP,213,169,2009-08-10,2020-05-08,184,144
REED,212,141,2009-08-14,2020-06-03,195,126
REE,212,147,2010-10-21,2016-01-22,142,114
IPCI,212,131,2010-10-18,2019-03-21,211,130
NILE,212,126,2009-11-09,2017-02-15,158,89
AXE,212,137,2010-01-26,2020-05-04,194,123
RICK,212,166,2010-01-11,2020-05-27,168,133
COR,212,169,2010-06-01,2020-05-28,187,145
ROL,212,159,2010-01-27,2020-06-08,185,136
KEYW,212,134,2010-11-10,2019-06-12,209,131
HOLI,212,140,2010-09-20,2020-05-18,200,130
WTFC,211,153,2010-01-27,2020-06-04,182,129
STAA,211,151,2009-11-09,2020-06-05,195,136
TSRA,211,160,2009-10-21,2017-02-22,189,139
CMRE,211,149,2010-10-20,2020-04-29,204,144
ECOM,211,119,2013-04-11,2020-06-03,192,106
AHL,211,143,2009-08-10,2019-02-14,182,122
EWL,211,154,2010-05-14,2020-02-28,196,139
ROG,210,135,2009-08-10,2020-05-01,190,119
STRL,210,160,2009-12-11,2020-05-14,188,142
AERI,210,131,2017-10-03,2020-06-01,183,113
LMNR,210,122,2011-02-03,2020-06-10,200,117
DRE,210,170,2009-08-17,2020-05-26,175,137
CIG,210,170,2009-08-10,2020-06-08,169,134
TRS,210,135,2009-08-14,2020-06-10,174,107
EVOK,210,119,2015-05-14,2020-06-01,198,111
MBT,210,171,2009-09-17,2020-04-29,174,140
CIDM,210,144,2013-08-13,2020-06-10,169,124
CHTR,210,105,2018-06-21,2020-06-10,171,83
ALE,210,159,2009-08-10,2020-06-01,190,141
HABT,210,111,2014-11-10,2020-01-07,210,111
RDS,209,177,2010-02-14,2020-05-01,155,135
ACAT,209,111,2010-04-15,2017-04-10,193,101
RBA,209,163,2011-10-18,2020-05-11,200,155
ABCO,209,111,2009-11-25,2017-11-15,199,102
COUP,209,117,2014-04-01,2020-06-09,174,100
CSGP,209,123,2010-11-18,2020-05-21,190,112
VNOM,209,148,2014-06-16,2020-06-08,175,124
BGC,209,131,2009-08-10,2018-06-05,182,109
PRKR,209,125,2009-10-26,2020-03-24,205,121
POWI,209,138,2009-10-23,2020-06-05,180,112
BIOL,209,161,2012-05-21,2020-06-08,185,143
GGG,209,141,2009-10-05,2020-04-24,184,122
LFUS,209,128,2010-02-08,2020-05-18,197,117
LFC,209,180,2009-08-14,2020-05-22,157,135
PRQR,209,129,2014-09-08,2020-04-01,199,123
FNB,209,164,2009-08-07,2020-06-11,159,116
HWAY,208,133,2009-10-14,2017-01-06,187,116
CPK,208,150,2009-08-12,2020-05-28,180,127
BMI,208,150,2009-08-13,2020-04-17,181,129
KS,208,121,2010-05-06,2018-10-31,201,115
NGD,208,166,2011-05-13,2020-06-09,203,161
STAY,208,137,2013-10-31,2020-06-03,176,111
DATA,208,142,2009-08-06,2019-07-02,180,126
PMCS,208,122,2009-08-17,2016-02-25,180,102
HOMB,208,167,2010-01-15,2020-06-05,173,137
CAJ,208,180,2009-09-14,2020-06-02,156,132
WPP,208,147,2010-09-02,2020-05-28,185,131
MRC,208,145,2012-04-12,2020-06-11,182,126
EVEP,208,142,2009-08-10,2018-04-02,194,133
NHI,207,160,2009-08-13,2020-06-08,180,136
ASGN,207,127,2010-11-24,2020-06-04,189,115
FICO,207,158,2010-02-19,2020-05-06,191,143
HCSG,207,125,2010-04-08,2020-04-23,184,108
FULT,207,147,2009-08-10,2020-06-05,181,124
ZIXI,207,145,2009-12-11,2020-05-13,176,117
NRZ,207,138,2013-10-18,2020-06-11,152,105
FSC,207,152,2009-10-05,2017-09-07,188,134
AEG,207,152,2009-08-16,2020-06-05,143,102
VOLC,207,106,2009-08-25,2015-02-05,182,86
HTWR,207,116,2010-02-01,2016-07-11,184,97
ISR,207,147,2009-08-12,2020-06-02,178,123
ZEUS,207,147,2010-01-13,2020-05-01,192,136
VRS,206,145,2010-01-11,2020-05-26,187,128
AWR,206,159,2009-10-23,2020-05-20,182,137
KRC,206,170,2009-08-10,2020-06-05,179,143
CAAS,206,147,2009-11-12,2020-05-14,158,112
CNS,206,171,2009-08-10,2020-04-24,165,135
SPCB,205,131,2013-11-18,2020-06-10,160,103
MORN,205,179,2009-12-07,2020-05-15,140,123
CETV,205,156,2010-01-20,2020-04-22,187,140
FMS,205,153,2009-08-10,2020-06-05,167,117
NMBL,205,99,2013-12-13,2017-03-23,205,99
JOBS,205,145,2009-11-23,2020-05-26,161,111
SUP,204,144,2010-05-05,2020-06-09,177,121
UDN,204,169,2009-09-24,2019-06-13,165,132
BABY,204,111,2009-09-14,2019-07-26,198,106
ECOL,204,140,2009-08-07,2020-05-11,178,116
MIDD,204,160,2010-03-04,2020-06-10,157,121
PES,204,146,2012-11-02,2019-08-14,204,146
DAKT,204,99,2010-08-24,2020-06-10,179,84
VRNS,204,106,2014-02-18,2020-06-10,184,95
VRTU,203,116,2010-09-16,2020-05-15,181,104
CQP,203,173,2010-05-07,2020-06-09,182,152
RDNT,203,126,2009-11-09,2020-05-26,184,112
WR,203,136,2009-08-12,2018-05-25,180,117
CPL,203,180,2009-08-07,2019-11-14,186,163
AFG,203,136,2009-08-10,2020-05-14,172,113
PRO,203,128,2009-08-10,2020-06-08,173,105
AEGN,203,150,2009-11-27,2020-05-18,194,141
FGEN,202,133,2014-11-14,2020-06-08,183,119
ASUR,202,122,2009-08-10,2020-05-07,192,113
EMES,202,126,2013-04-30,2019-05-31,202,126
CALL,202,122,2009-08-07,2018-11-07,191,113
EIS,202,152,2009-08-13,2020-05-20,167,121
RGSE,202,129,2014-03-06,2020-02-10,202,129
HHC,202,157,2011-01-11,2020-05-21,181,141
FNJN,202,173,2014-07-11,2020-06-10,183,158
TBIO,202,138,2012-01-06,2020-06-04,172,118
OTIV,202,152,2009-11-06,2019-10-30,197,147
WAL,202,152,2010-01-25,2020-06-11,158,111
ACXM,202,127,2009-08-10,2018-09-25,185,113
RDEN,202,95,2009-11-12,2016-09-08,185,82
BWEN,202,159,2009-11-17,2020-06-03,170,132
NSTG,202,132,2013-05-20,2020-05-20,189,123
ALXA,201,126,2009-08-27,2016-06-22,184,111
MIC,201,150,2009-08-07,2020-06-11,167,126
PT,201,152,2009-08-10,2020-05-29,159,115
PSDV,201,138,2009-12-23,2018-04-23,191,131
WAIR,201,125,2011-08-09,2019-10-21,201,125
HHS,201,160,2009-08-10,2020-06-03,167,130
HRZN,201,154,2011-03-15,2020-05-19,189,144
WST,201,142,2010-10-04,2020-05-21,169,120
CLW,201,147,2010-02-18,2020-06-08,170,123
MGT,201,96,2009-08-14,2016-12-15,198,93
FSTR,201,138,2010-02-18,2020-05-06,184,122
ELS,200,155,2010-01-26,2020-06-05,174,131
WG,200,140,2009-08-10,2018-03-28,183,124
SQBG,200,124,2012-12-10,2020-06-10,178,112
XENE,200,132,2014-09-10,2020-06-03,188,121
CFN,200,134,2010-05-28,2015-03-13,166,107
FOXF,200,117,2013-07-08,2020-06-05,179,104
FLY,199,147,2010-09-30,2020-05-27,164,123
GSVC,199,146,2011-05-16,2019-07-12,199,146
CLNY,199,149,2010-11-24,2020-06-10,152,115
QUAD,199,121,2011-07-13,2020-05-05,197,119
PMC,199,125,2009-08-17,2017-12-07,171,101
JONE,199,125,2013-05-28,2018-11-27,199,125
SQNS,199,137,2011-04-28,2020-06-10,182,128
UL,199,134,2016-07-20,2020-06-11,178,116
GLYC,199,126,2013-10-07,2020-05-15,190,120
BWS,199,103,2010-01-27,2015-05-27,173,83
MSO,199,123,2009-08-12,2015-11-18,175,103
PNFP,199,141,2009-12-23,2020-06-07,172,119
EPU,199,182,2009-11-04,2019-10-01,146,133
MWV,198,131,2009-10-28,2015-07-14,167,104
FBC,198,162,2009-09-23,2020-05-07,173,139
FWRD,198,146,2010-04-21,2020-05-04,177,130
BKH,198,147,2009-12-22,2020-05-22,174,127
COHR,198,132,2009-12-11,2020-05-28,177,118
QTNT,198,123,2014-04-12,2020-06-10,165,104
FENG,198,140,2011-05-12,2020-06-11,188,133
SSS,198,144,2009-08-17,2016-08-15,164,118
ITB,197,176,2009-11-11,2020-02-05,143,137
CHKE,197,113,2009-10-27,2019-06-20,186,103
OMN,197,109,2009-10-13,2020-02-11,184,97
KIN,197,129,2013-12-13,2020-06-08,174,117
CRMT,197,126,2009-09-01,2020-05-21,174,107
TU,197,160,2009-12-16,2020-06-11,172,137
NRF,197,140,2009-08-10,2016-12-09,179,124
NWE,197,151,2009-08-26,2020-04-24,171,129
SREV,197,121,2011-03-25,2020-05-14,192,116
ALLE,197,150,2013-12-02,2020-06-03,184,140
CODI,196,155,2010-04-13,2020-05-06,153,121
